,Ticker,Fuente,Mínimo,Máximo,Actual,% Subida a Máx,País,PEG Ratio,P/E Ratio,P/B Ratio,ROE,ROIC,FCF Yield,Debt/Equity,EV/EBITDA,Dividend Yield,Beta,Contexto,Semáforo Riesgo
27,RENT3.SA,Yahoo Finance,3.81,67.3,41.74,61.25,Brazil,,22.744444,1.6321161,0.0733,0.049429998,,167.454,12.245,4.37,0.454,"Localiza Rent a Car S.A. engages in car and fleet rental business in Brazil and internationally. It is also involved in granting franchises; sale of cars; and provision of insurance solution. The company serves individuals and legal entities. Localiza Rent a Car S.A. was founded in 1973 and is headquartered in Belo Horizonte, Brazil.",VERDE
99,BABA,Yahoo Finance,55.42,306.28,131.65,132.64,China,,19.470245,0.31015688,0.102740005,0.0504,,24.142,12.298,1.52,0.237,"Alibaba Group Holding Limited, through its subsidiaries, provides technology infrastructure and marketing reach to help merchants, brands, retailers, and other businesses to engage with their users and customers in the People's Republic of China and internationally. The company operates through seven segments: China Commerce, International Commerce, Local Consumer Services, Cainiao, Cloud, Digital Media and Entertainment, and Innovation Initiatives and Others. It operates Taobao and Tmall, which are digital retail platforms; Alimama, a proprietary monetization platform; 1688.com and Alibaba.com, which are online wholesale marketplaces; AliExpress, a retail marketplace; Lazada, Trendyol, and Daraz that are e-commerce platforms; Freshippo, a retail platform for groceries and fresh goods; and Tmall Global, an import e-commerce platform. The company also operates Cainiao Network logistic services platform; Ele.me, an on-demand delivery and local services platform; Koubei, a restaurant and local services guide platform; and Fliggy, an online travel platform. In addition, it offers pay-for-performance, in-feed, and display marketing services; and Taobao Ad Network and Exchange, a real-time online bidding marketing exchange. Further, the company provides elastic computing, storage, network, security, database, big data, and IoT services; and hardware, software license, software installation, and application development and maintenance services. Additionally, it operates Youku, an online video platform; Quark, a platform for information search, storage, and consumption; Alibaba Pictures and other content platforms that provide online videos, films, live events, news feeds, literature, music, and others; Amap, a mobile digital map, navigation, and real-time traffic information app; DingTalk, a business efficiency mobile app; Tmall Genie smart speaker; and Qwen, an artificial intelligence chatbot. The company was incorporated in 1999 and is based in Hangzhou, the People's Republic of China.",VERDE
52,IAM.SN,Yahoo Finance,216.25,880,875,0.57,Chile,,14.450868,0.95213634,0.09008,0.05051,,85.347,8.68,4.81,0.324,"Inversiones Aguas Metropolitanas S.A., through its subsidiaries, engages in the sanitation business in Chile. It operates through Water and Non-Water segments. The Water Utility segment produces and distributes potable water; and collects and treats sewage water. The Non-Water segment is involved in environmental analysis; treatment of liquid industrial waste; integral engineering services; and the sale of sanitary services, energy projects, and biogas. It provides sanitation services to residential, commercial, and industrial customers. The company was incorporated in 1999 and is based in Las Condes, Chile. Inversiones Aguas Metropolitanas S.A. operates as a subsidiary of Suez Inversiones Aguas del Gran Santiago Limitada.",VERDE
92,DTE.DE,Yahoo Finance,4.71,35.85,31.69,13.13,Germany,,13.973568,2.4558685,0.18597999,0.05124,,154.541,8.237,2.84,0.476,"Deutsche Telekom AG, together with its subsidiaries, provides integrated telecommunication services worldwide. The company operates through Germany, United States, Europe, Systems Solutions, and Group Development segments. It offers fixed-network services, including voice and data communication services based on fixed-network and broadband technology; and sells terminal equipment and other hardware products, as well as services to resellers. The company also provides mobile voice and data services to consumers and business customers; sells mobile devices and other hardware products; and sells mobile services to resellers and to companies that buys and markets network services to third parties, such as mobile virtual network operators. In addition, it offers internet services; internet-based TV products and services; and information and communication technology systems for multinational corporations and public sector institutions with an infrastructure of data centers and network services. Further, the company provides wireless communications services; and cloud services, digital solutions, and security and advisory solutions. The company has mobile and broadband customers, as well as fixed-network lines. Deutsche Telekom AG was incorporated in 1995 and is headquartered in Bonn, Germany.",VERDE
85,SHEL,Yahoo Finance,17.93,73.29,67.61,8.4,United Kingdom,,15.3926935,2.2683532,0.07565,0.051680002,,42.349,8.768,4.24,0.288,"Shell plc operates as an energy and petrochemical company Europe, Asia, Oceania, Africa, the United States, and other Americas. It operates through Integrated Gas; Upstream; Marketing; Chemicals and Products; and Renewables and Energy Solutions segments. The company explores for and extracts natural gas to produce liquefied natural gas or convert into gas-to-liquids products; explores for and extracts crude oil and natural gas liquids; and operates upstream and midstream infrastructure to deliver gas to market. It is also involved in marketing supplies fuels and lubricants for transport, manufacturing, mining, power generation, agriculture, and construction industries; operates electric vehicle charging and convenience retail; turn crude oil and other feedstocks into products for households, industry, and transport; trades crude oil, oil products, and petrochemicals; and oil sand activities. In addition, the company generates, markets, and trades power from wind, solar and pipeline gas; hydrogen production and marketing; commercial carbon capture and storage hubs; carbon credits and nature-based solutions; and provides heavy-duty LNG-fuelled trucks. Further, it offers base chemicals, including ethylene, propylene, and aromatics, as well as intermediate chemicals, such as styrene monomer, propylene oxide, solvents, linear alpha olefins, detergent alcohols, ethylene oxide, ethylene glycol, and polyethylene. The company was formerly known as Royal Dutch Shell plc and changed its name to Shell plc in January 2022. Shell plc was founded in 1897 and is headquartered in London, the United Kingdom.",VERDE
88,ADYEN.AS,Yahoo Finance,411,2766,1687.6,63.9,Netherlands,,56.329155,12.376764,0.25064,0.05356,,5.394,45.431,,1.904,"Adyen N.V. operates a payments platform in Europe, the Middle East, Africa, North America, the Asia Pacific, and Latin America. Its platform integrates payments stack, including gateway, risk management, processing, acquiring, and settlement services. The company offers a back-end infrastructure for authorizing. It accepts payment through online, in-person payments, cross channel, and Adyen for Platforms. The company also provides optimization services, including Adyen Uplift, protect, authenticate and optimize. In addition, it offers financial products, such as accounts, capital, issuing, and payouts. It serves digital, mobility, SaaS platforms, retail, food and beverages, subscription, and hospitality businesses. The company was incorporated in 2006 and is based in Amsterdam, the Netherlands.",ROJO
7,LOMA,Yahoo Finance,2.75,21.4,12.27,74.38,Argentina,,16.712328,0.0016113728,0.13898,0.053969998,,22.71,1.171,,1.093,"Loma Negra Compañía Industrial Argentina Sociedad Anónima, together with its subsidiaries, manufactures and sells cement and its derivatives in Argentina. The company operates through Cement, Masonry Cement and Lime; Concrete; Rail services; Aggregates; and Others segments. It offers masonry cement, aggregates, ready-mix concrete, concrete, and lime to wholesale distributors, concrete producers, industrial customers, and others for use in the construction. The company also provides rail transportation services; and treats and recycles industrial waste for use as fuel and raw material. It markets its products under the Loma Negra, San Martín, Plasticor, Cacique Plus, Cacique Max, Loma Negra Plus, and Lomax brands. The company was founded in 1926 and is based in Buenos Aires, Argentina. Loma Negra Compañía Industrial Argentina Sociedad Anónima operates as a subsidiary of Intercement Trading E Inversiones Argentina Sociedad Limitada.",AMARILLO
48,AGUAS-A.SN,Yahoo Finance,80.69,360,348.4,3.33,Chile,,17.232397,1.6574792,0.11417,0.05599,,103.286,10.559,4.08,0.232,"Aguas Andinas S.A., together with its subsidiaries, constructs and operates as a water utility company in Chile. It engages in the catchment of raw water; production, transportation, and distribution of water; and the collection, treatment, and disposal of sewage. The company provides integral advisory and management services in sewage and liquid waste; sells equipment and nonconventional renewable energies; develops energy projects relating to sanitation companies; and offers laboratory sampling and environmental analysis services. It delivers potable water, sewerage, and wastewater treatment services to approximately two million residential, commercial, and industrial clients. The company was formerly known as Empresa Metropolitana de Obras Sanitarias and changed its name to Aguas Andinas S.A. in 2001. Aguas Andinas S.A. was founded in 1861 and is based in Santiago, Chile. The company operates as a subsidiary of Inversiones Aguas Metropolitanas S.A.",VERDE
19,INVJ.BA,Yahoo Finance,1.26,599.5,303.5,97.53,Argentina,,,0.87454647,0.0127,0.057210002,,36.873,10.013,,0.378,"Inversora Juramento S.A. operates as an agricultural and livestock company in the northwestern region of Argentina. The company engages in the production, industrialization, marketing, and sale of meat and agricultural products. Its agricultural products include soybeans, sorghum, alfalfa, pastures, and corn. The company has approximately 89,504 hectares of land located in the province of Salta. It also exports its products. The company was founded in 1990 and is based in Salta, Argentina.",VERDE
66,BRK-B,Yahoo Finance,64.94,539.8,511.88,5.45,United States,,13.520389,0.0011151239,0.13187,0.05789,,19.175,-1.879,,0.869,"Berkshire Hathaway Inc., through its subsidiaries, engages in the insurance, freight rail transportation, and utility businesses worldwide. The company provides property, casualty, life, accident, and health insurance and reinsurance; operates railroad systems in North America; generates, transmits, stores, and distributes electricity from natural gas, coal, wind, solar, hydroelectric, nuclear, and geothermal sources; operates natural gas distribution and storage facilities, interstate pipelines, liquefied natural gas facilities, and compressor and meter stations; and holds interest in coal mining assets. It also manufactures boxed chocolates and other confectionery products; specialty chemicals, metal cutting tools, and components for aerospace and power generation applications; prefabricated and site-built residential homes, flooring products; insulation, roofing, and engineered products; building and engineered components; paints and coatings; and bricks and masonry products, as well as offers manufactured and site-built home construction, and related lending and financial services. In addition, the company provides recreational vehicles, apparel, and footwear products; toys, jewelry, and custom picture framing products; alkaline batteries; castings, forgings, fasteners/fastener systems, aerostructures, and precision components; and cobalt, nickel, and titanium alloys. Further, it distributes televisions and information, and grocery and non-food consumer products; franchises and services quick service restaurants; distributes electronic components; and offers logistics services, and professional aviation training and shared aircraft ownership programs. Additionally, the company retails automobiles; furniture, bedding, and accessories; household appliances, electronics, and floor coverings; watches, crystal, china, stemware, flatware, gifts, and collectibles; sells kitchenware; and motorcycle clothing and equipment. Berkshire Hathaway Inc. was incorporated in 1998 and is headquartered in Omaha, Nebraska.",VERDE
40,SQM,Yahoo Finance,8.26,99.06,35.88,176.09,Chile,,,1.9885986,-0.07388,0.058029998,,93.263,9.098,6.13,1.142,"Sociedad Química y Minera de Chile S.A. operates as a mining company worldwide. The company offers specialty plant nutrients, including sodium potassium nitrate, specialty blends, and other specialty fertilizers under Ultrasol, Qrop, Speedfol, Allganic, Ultrasoline, ProP, and Prohydric brands. It also provides iodine and its derivatives for use in medical, agricultural, industrial, and human and animal nutrition products comprising x-ray contrast media, biocides, antiseptics and disinfectants, pharmaceutical intermediates, polarizing films for LCD and LED screens, chemicals, organic compounds, and pigments, as well as added to edible salt to prevent iodine deficiency disorders. In addition, the company produces lithium carbonate and lithium hydroxide which are used in the production of cathode material for secondary batteries; lithium chloride; and basic lithium chemicals and lithium derivatives used in lubricating greases for heat-resistant glass, chips for the ceramic and glazing industry, and air conditioning chemicals, as well as other pharmaceutical syntheses and metal alloys. Further, it produces potassium sulfate; and potassium chloride which is used as a fertilizer for the application of potassium to different crops. Additionally, the company produces and markets industrial chemicals, such as sodium nitrate mainly used in the production of glass and explosives, metal processing and recycling, and production of insulating materials and adhesives; potassium nitrate used as a raw material to produce frits and special glass, as well as in the enamel, metal treatment, and pyrotechnic sectors; solar salts used as a thermal storage medium in solar power generation plants; and potassium chloride as an additive in oil drilling and food processing sectors. Furthermore, it is involved in the commercialization of third-party fertilizers; and exploration of copper, gold, and silver deposits. The company was founded in 1926 and is headquartered in Santiago, Chile.",AMARILLO
0,GGAL,Yahoo Finance,3.25,72.22,62.47,15.61,Argentina,,6.433977,0.0163161,0.31073,0.05933,,,,4.2,1.043,"Grupo Financiero Galicia S.A., a financial service holding company, provides various financial products and services to individuals and companies in Argentina. The company operates through Bank, Naranja X, Insurance, and Other Businesses segments. It offers savings, checking, and time deposits; personal loans; express and mortgage loans; overdrafts; pledge and credit card loans; credit and debit cards; and online banking services. In addition, the company offers financing products; mutual funds; asset management services; consumer finance and digital banking services; electronic check; global custody services; Fima funds; foreign trade services; and capital market and investment banking products. Further, it provides robbery, personal accident, cars, life, home, life, integral SMEs, personal accident, and other insurance products; payment solutions; and financial and brokerage related products. Additionally, the company offers private banking services to high net worth individuals; and operates digital investment platform. Grupo Financiero Galicia S.A. was founded in 1905 and is based in Buenos Aires, Argentina.",AMARILLO
32,SUZB3.SA,Yahoo Finance,12.68,70.39,53.05,32.69,Brazil,,,1.7403226,-0.02202,0.06018,,254.035,6.2,3.8,0.413,"Suzano S.A. produces and sells eucalyptus pulp and paper products in Brazil and internationally. It operates in two segments, Pulp and Paper. The company offers coated and uncoated printing and writing papers, paperboards, tissue papers, and market and fluff pulps; and lignin. It also engages in the research, development, and production of biofuel; operation of port terminals; power generation and distribution business; commercialization of equipment and parts; industrialization, commercialization, and exporting of pulp products; road freight transport activities; biotechnology research and development activities; industrialization and commercialization of cellulose, microfiber cellulose, paper, and paperboard products; and commercialization of paper and computer materials. In addition, the company is involved in the business office, production packaging, corporate venture capital, and financial fundraising activities; development and production of cellulose-based fibers, yarns, and textile filaments, as well as nanocrystalline pulps; restoration, conservation, and preservation of forests; and research of raw materials for the textile industry. Suzano S.A. was formerly known as Suzano Papel e Celulose S.A. and changed its name to Suzano S.A. in April 2019. The company was founded in 1924 and is headquartered in Salvador, Brazil.",VERDE
13,AUSO.BA,Yahoo Finance,0.23,3990,3055,30.61,Argentina,,,1.1371046,-0.32766,0.06126,,,5.101,,0.372,"Autopistas Del Sol SA is involved in the construction, expansion, remodeling, preservation, improvement, operation, and administration of highways. It operates the North Access, a 95-kilometer highway that connects the Autonomous City of Buenos Aires with the suburbs in the north and nearby coastal areas; and the General Paz Beltway highway, a 24-kilometer toll-free section of the primary ring road that surrounds the Autonomous City of Buenos Aires. The company was incorporated in 1994 and is based in Buenos Aires, Argentina.",VERDE
73,XOM,Yahoo Finance,24.81,123.25,109.46,12.59,United States,,14.384615,1.7791703,0.14302,0.061979998,,13.918,7.697,3.62,0.475,"Exxon Mobil Corporation engages in the exploration and production of crude oil and natural gas in the United States, Canada, the United Kingdom, Singapore, France, and internationally. It operates through Upstream, Energy Products, Chemical Products, and Specialty Products segments. The Upstream segment explores for and produces crude oil and natural gas. The Energy Products segment offers fuels, aromatics, and catalysts, as well as licensing services. The Chemical Products segment manufactures and sells petrochemicals, including olefins, polyolefins, and intermediates. The Specialty Products segment offers performance products, including finished lubricants, basestocks, waxes, synthetics, elastomers, and resins. The company is involved in the manufacture, trading, transportation, and sale of crude oil, natural gas, petroleum products, petrochemicals, and other specialty products; and pursuit of lower-emission and business opportunities, including carbon capture and storage, hydrogen, lower-emission fuels, Proxxima systems, carbon materials, and lithium. It sells its products under the Exxon, Esso, and Mobil brands. Exxon Mobil Corporation was founded in 1870 and is headquartered in Spring, Texas.",VERDE
124,BHARTIARTL.NS,Yahoo Finance,204.86,1901,1820.6,4.42,India,,44.57351,9.828844,0.2894,0.06204,,139.21,14.427,0.44,0.113,"Bharti Airtel Limited operates as a telecommunications company in India and internationally. It operates through Mobile Services India, Mobile Services Africa, Mobile Services South Asia, Airtel Business, Tower Infrastructure Services, Homes Services, Digital TV Services, and Others segments. The company engages in provision of voice and data telecom services through wireless technology including 2G/3G/4G/5G services; and operates as a single point of contact for telecommunication across data and voice, network integration, and managed services. It also provides services related to setting up, operation, and maintenance of wireless communication towers; and voice and data communications services through fixed-line network and broadband technology for homes, as well as offers digital broadcasting services under the DTH platform. In addition, the company offers post-paid, prepaid, roaming, internet, and various value-added services, as well as mobile TV, video calls, live-streaming videos, gaming, video streaming, and other services; and network integration, data centers, managed services, enterprise mobility applications and digital media services. The company was formerly known as Bharti Tele-Ventures Limited and changed its name to Bharti Airtel Limited in April 2006. Bharti Airtel Limited was incorporated in 1995 and is headquartered in New Delhi, India.",VERDE
98,SU.PA,Yahoo Finance,23.67,266.91,220,21.32,France,,27.867088,4.050598,0.1519,0.06534,,52.152,18.073,1.77,0.961,"Schneider Electric S.E. engages in the energy management and industrial automation businesses worldwide. The company offers inverters, mounting frames, solar panels, other solar equipment, wind farm microgrid, and others; building management systems; power metering systems for buildings; smart monitoring and regulation of electricity or heat in buildings, such as thermostats and controls for lighting systems; cooling systems; insulating products; UPS; transmission and distribution wiring devices for wiring electrical circuits; low voltage electrical products, equipment, and systems; medium voltage switchgears and control gears; demand response and load shifting equipment, systems, and services; communication, software and control equipment, products, systems, and services for energy; and variable speed drives. It also provides modernization and maintenance services for rail transport infrastructure, zero-emissions road transport, infrastructure required for operating urban transport, low-carbon port infrastructure, low-carbon airport infrastructure, and electrification and ports' operations; energy management equipment and projects; service plans related to building management and power metering systems in buildings; software and data-driven solutions for building design, planning, and construction; technical consultations, such as energy audits, simulations, and trainings; energy management services; energy performance contracts; leakage control technologies for water supply systems; real-time network modeling and optimization; leakage calculation, control, and reporting; electrical and electronic equipment; remote monitoring and predictive maintenance systems; lifecycle performance management software; product repairing, refurbishing, or remanufacturing services; spare parts sale; and software as a service. The company was founded in 1836 and is headquartered in Rueil-Malmaison, France.",VERDE
30,RADL3.SA,Yahoo Finance,1.36,29.64,16.2,82.95,Brazil,,21.887325,4.1045957,0.18677999,0.06762,,118.728,11.424,1.94,0.238,"Raia Drogasil S.A. engages in the retail sale of medicines, perfumery, personal care and beauty products, cosmetics, dermocosmetics, and specialty medicines in Brazil. It sells its products through stores, telesales, and call centers in the states of São Paulo, Tocantins, and Pernambuco. The company was founded in 1905 and is headquartered in São Paulo, Brazil.",VERDE
34,RAIL3.SA,Yahoo Finance,1.49,26.63,18.14,46.78,Brazil,,,2.278144,-0.09111,0.06787,,181.21,7.125,0.48,0.019,"Rumo S.A., through its subsidiaries, provides rail transportation services. The company operates through North Operations, South Operations, and Container Operations segments. The North Operations segment engages in the railway, highway, and transshipment operations. The South Operations segment comprises of railway operations and transshipment activities. The Container Operations segment is involved in the container logistics and operations. Rumo S.A. offers logistics services primarily for exporting commodities, including integrated solution for transportation, handling, storage, and shipping from the production centers to the principal ports in the south and southeast of Brazil. The company was founded in 2008 and is based in Curitiba, Brazil.",VERDE
110,YUMC,Yahoo Finance,22.4,66.33,46.09,43.92,China,,19.579496,3.0419943,0.15138,0.06901,,36.885,10.799,2.08,0.262,"Yum China Holdings, Inc. owns, operates, and franchises restaurants in the People's Republic of China. The company operates through KFC, Pizza Hut, and All Other segments. It operates restaurants under the KFC, Pizza Hut, Taco Bell, Lavazza, Little Sheep, and Huang Ji Huang concepts. The company also operates V-Gold Mall, a mobile e-commerce platform to sell products; and offers online food deliver services. Yum China Holdings, Inc. was founded in 1987 and is headquartered in Shanghai, the People's Republic of China.",VERDE
67,AVGO,Yahoo Finance,1.19,248.58,232.42,6.95,United States,,107.449066,3.9190488,0.14845,0.069759995,,166.032,4.331,1.02,1.059,"Broadcom Inc. designs, develops, and supplies various semiconductor devices with a focus on complex digital and mixed signal complementary metal oxide semiconductor based devices and analog III-V based products worldwide. The company operates in two segments, Semiconductor Solutions and Infrastructure Software. It provides Ethernet switching and routing custom silicon solutions, optical and copper physical layer devices, and fiber optic transmitter and receiver components; set-top box system-on-chips (SoCs), data over cable service interface specifications cable modem and networking infrastructure, DSL access multiplexer/PON optical line termination products, and Wi-Fi access point SoCs, as well as digital subscriber line (DSL)/cable, passive optical networking (PON) gateways; and fiber optic components and mobile device connectivity solutions. The company also offers RF front end modules and filters; Wi-Fi, Bluetooth, and global positioning system/global navigation satellite system SoCs; custom touch controllers; inductive charging application specific integrated circuits; serial attached small computer system interface and redundant array of independent disks controllers and adapters, peripheral component interconnect express switches, fiber channel host bus adapters, read channel based SoCs, custom flash controllers, and preamplifiers; and optocouplers, industrial fiber optics, industrial and medical sensors, motion control encoders and subsystems, light emitting diodes, ethernet PHYs, switch ICs, and camera microcontrollers. Its products are used in various applications in enterprise and data center networking, including artificial intelligence networking and connectivity, home connectivity, set-top boxes, broadband access, telecommunication equipment, smartphones and base stations, data center servers and storage systems, factory automation, power generation and alternative energy systems, and electronic displays. Broadcom Inc. was founded in 1961 and is headquartered in Palo Alto, California.",AMARILLO
70,UNH,Yahoo Finance,22.28,620.21,311.38,99.18,United States,,13.357065,3.0541544,0.22700001,0.07044,,77.277,9.371,2.7,0.571,"UnitedHealth Group Incorporated operates as a health care company in the United States and internationally. The company operates through four segments: UnitedHealthcare, Optum Health, Optum Insight, and Optum Rx. The UnitedHealthcare segment offers consumer-oriented health benefit plans and services for national employers, public sector employers, mid-sized employers, small businesses, and individuals; health care coverage, and health and well-being services to individuals age 50 and older; Medicaid plans, children's health insurance and health care programs; and health care benefits products and services to state programs caring for the economically disadvantaged, medically underserved, and those without the benefit of employer-funded health care coverage. The Optum Health segment provides care delivery, care management, wellness and consumer engagement, and health financial services patients, consumers, care delivery systems, providers, employers, payers, and public-sector entities. The Optum Insight segment offers software and information products, advisory consulting arrangements, and managed services outsourcing contracts to hospital systems, physicians, health plans, governments, life sciences companies, and other organizations. The Optum Rx segment provides pharmacy care services and programs, including retail network contracting, home delivery, specialty and community health pharmacy services, infusion, and purchasing and clinical capabilities, as well as develops programs in the areas of step therapy, formulary management, drug adherence, and disease and drug therapy management. UnitedHealth Group Incorporated was founded in 1974 and is based in Eden Prairie, Minnesota.",VERDE
74,WMT,Yahoo Finance,11.65,104.51,95.88,9,United States,,40.244812,8.550648,0.21414,0.07124,,63.58,19.62,0.98,0.699,"Walmart Inc. engages in the operation of retail and wholesale stores and clubs, eCommerce websites, and mobile applications worldwide. The company operates through three segments: Walmart U.S., Walmart International, and Sam's Club. It operates supercenters, supermarkets, warehouse clubs, cash and carry stores, and discount stores under Walmart and Walmart Neighborhood Market brands; membership-only warehouse clubs; and ecommerce websites, such as walmart.com.mx, walmart.ca, flipkart.com, PhonePe and other sites. The company also offers grocery items, including dry grocery, snacks, dairy, meat, produce, deli and bakery, frozen foods, alcoholic and nonalcoholic beverages, as well as consumables, such as health and beauty aids, pet supplies, household chemicals, paper goods, and baby products; and fuel and other categories. In addition, it is involved in the provision of health and wellness products covering pharmacy, optical and hearing services, over-the-counter drugs, and protein and nutrition products; and home, hardlines, and seasonal items, including home improvement, outdoor living, gardening, furniture, apparel, jewelry, tools and power equipment, housewares, toys, and mattresses. Further, the company offers consumer electronics and accessories, software, video games, office supplies, appliances, and third-party gift cards. Additionally, it operates digital payment platforms; offers financial services and related products, including money transfers, bill payments, money orders, check cashing, prepaid access, co-branded credit cards, installment lending, and earned wage access; and markets lines of merchandise under private and licensed brands. The company was formerly known as Wal-Mart Stores, Inc. and changed its name to Walmart Inc. in February 2018. Walmart Inc. was founded in 1945 and is based in Bentonville, Arkansas.",VERDE
79,NESN.SW,Yahoo Finance,29.96,115.35,85.07,35.59,Switzerland,,20.324583,6.0998497,0.3058,0.07323,,173.221,15.147,3.59,0.407,"Nestlé S.A., together with its subsidiaries, operates as a food and beverage company. The company operates through Zone North America; Zone Europe; Zone Asia, Oceania, and Africa; Zone Latin America; Zone Greater China; Nespresso; and Nestlé Health Science segments. It offers baby foods under the Cerelac, Gerber, Nido, and NaturNes brands; bottled water under the Nestlé Pure Life, Perrier, Vittel, Buxton, Erikli, and S.Pellegrino brands; cereals under the Fitness, Nesquik, cheerios, and Lion Cereals brands; and chocolate and confectionery products under the KitKat, Smarties, Aero, Nestlé Les Recettes de l'Atelier, Milkybar, Baci Perugina, Quality Street, and Fitness brands. The company provides coffee products under the Nescafé, Nespresso, Nescafé Dolce Gusto, Starbucks Coffee At Home, and Blue Bottle Coffee brands; culinary, chilled, and frozen foods under the Maggi, DiGiorno, Thomy, Garden Gourmet, Sweet Earth, Hot Pockets, Stouffer's, Buitoni, Lean, and Life Cuisine brands; dairy products under the Carnation, Nido, Bear, Coffee-Mate, and La Laitière brands; and drinks under the Nesquik, Nestea, Nescafé, and Milo brands. In addition, it offers food service products under the Milo, Nescafé, Maggi, Chef, Nestea, Stouffer's, Chef-Mate, Minor's, and Lean Cuisine brand names; healthcare nutrition products under the Boost, Garden of Life, Nature's Bounty, Persona, Vital Proteins, Solgar, Peptamen, Resource, Vitaflo, Impact, and Compleat brands; ice cream products under the Movenpick, Häagen-Dazs, Nestlé Ice Cream, and Extrême brands; and pet care products under the Purina, ONE, Alpo, Felix, Pro Plan, Cat Chow, Fancy Feast, Bakers, Friskies, Dog Chow, Beneful, and Gourmet brands. The company was founded in 1866 and is headquartered in Vevey, Switzerland.",VERDE
77,ORCL,Yahoo Finance,17.47,191.27,162.27,17.87,United States,,38.05972,27.226503,1.03741,0.073460005,,632.501,23.867,1.23,1.276,"Oracle Corporation offers products and services that address enterprise information technology environments worldwide. Its Oracle cloud software as a service offering include various cloud software applications, including Oracle Fusion cloud enterprise resource planning (ERP), Oracle Fusion cloud enterprise performance management, Oracle Fusion cloud supply chain and manufacturing management, Oracle Fusion cloud human capital management, Oracle Cerner healthcare, and NetSuite applications suite, as well as Oracle Fusion Sales, Service, and Marketing. The company also offers cloud-based industry solutions for various industries; Oracle application licenses; and Oracle license support services. In addition, it provides cloud and license business' infrastructure technologies, such as the Oracle Database and MySQL Database; Java, a software development language; and middleware, including development tools and others. The company's cloud and license business' infrastructure technologies also comprise cloud-based compute, storage, and networking capabilities; and Oracle autonomous database and MySQL HeatWave, as well as Internet-of-Things, digital assistant, and blockchain. Further, it provides hardware products and other hardware-related software offerings, including Oracle engineered systems, enterprise servers, storage solutions, industry-specific hardware, virtualization software, operating systems, management software, and related hardware services, as well as hardware support products; and consulting and customer services. The company markets and sells its cloud, license, hardware, support, and services offerings directly to businesses in various industries, government agencies, and educational institutions, as well as through indirect channels. Oracle Corporation was founded in 1977 and is headquartered in Austin, Texas.",AMARILLO
136,MARUTI.NS,Yahoo Finance,819.49,13495.6,12482,8.12,India,,27.508196,4.1390433,0.15945,0.07353,,0.09,19.033,1.08,0.235,"Maruti Suzuki India Limited engages in the manufacture, purchase, and sale of motor vehicles, components, and spare parts primarily in India. The company offers passenger vehicles, utility vehicles, and multi-purpose vehicles. It is also involved in the facilitation of pre-owned car sales, fleet management, and car financing activities. In addition, the company offers driving school, accessories, insurance, and financing products and services. It also exports its products to Mexico, Chile, Saudi Arabia, South Africa, Philippines, and internationally. The company was formerly known as Maruti Udyog Limited and changed its name to Maruti Suzuki India Limited in September 2007. Maruti Suzuki India Limited was incorporated in 1981 and is headquartered in New Delhi, India. Maruti Suzuki India Limited operates as a subsidiary of Suzuki Motor Corporation.",VERDE
21,VALE3.SA,Yahoo Finance,4.77,82,55.17,48.63,Brazil,,7.047254,6.410316,0.14263,0.07453,,51.004,20.531,13.58,1.061,"Vale S.A., together with its subsidiaries, produces and sells iron ore, iron ore pellets, nickel, and copper in Brazil and internationally. The company operates through Iron Solutions and Energy Transition Materials segments. The Iron Solutions segment produces and extracts iron ore and pellets, and other ferrous products; and provides related logistic services. The Energy Transition Materials segment produces and extracts nickel; and its by-products, such as gold, silver, cobalt, precious metals, and others, as well as copper used in the construction sector to produce pipes and electrical wires. The company was formerly known as Companhia Vale do Rio Doce and changed its name to Vale S.A. in May 2009. Vale S.A. was founded in 1942 and is headquartered in Rio De Janeiro, Brazil.",AMARILLO
82,SAP.DE,Yahoo Finance,24.49,280.3,262.35,6.84,Germany,,53.053276,6.6094813,0.12905,0.07627,,21.931,30.763,0.9,0.952,"SAP SE, together with its subsidiaries, provides enterprise application and business solutions worldwide. It offers SAP S/4HANA that provides software capabilities for finance, risk and project management, procurement, manufacturing, supply chain and asset management, and research and development; SAP SuccessFactors solutions for human resources, including HR, time, payroll, talent and employee experience management, and analytics and planning; and spend management solutions that covers direct and indirect spend, travel and expense, and external workforce management. The company also provides SAP customer experience solutions; SAP Business Technology platform that enables customers and partners to build, integrate, and automate applications; and SAP Business Network, a business-to-business collaboration platform that helps digitalize key business processes across the supply chain and enables communication between trading partners. In addition, it offers SAP Signavio to help customers to discover, analyze, and understand their business process operations; industry solutions that provides customers and partners with industry-specific solutions; and SAP LeanIX to visualize their as-is enterprise architecture, assess interdependencies and the potential impact of IT modernization, and manage the transition toward the target landscape with established practices and a detailed roadmap. Further, the company provides WalkMe to execute workflows across various number of applications; SAP Enable Now, which offers e-learning content embedded in SAP workflows; Taulia solutions for working capital management to help businesses create and deliver the right cash flow strategy, and the flexibility to adjust it to meet liquidity challenges; and sustainability solutions and services. Additionally, it provides services and support solutions. SAP SE was founded in 1972 and is headquartered in Walldorf, Germany.",VERDE
